1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,0,0,2,1
1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,3,5,0,0,1
1,0,0,0,0,0,0,0,3,5,0,0,1
1,0,0,0,0,0,0,0,0,6,0,0,1
1,0,0,0,0,0,0,0,3,5,0,0,1
1,0,0,0,0,0,0,0,3,5,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,12,1,1,1,1,1
1,0,0,0,0,0,0,0,0,0,0,9,1
1,0,0,0,0,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,0,0,9,1
1,0,0,0,0,0,0,13,1,1,1,1,1
1,0,0,0,0,0,0,0,3,3,3,0,1
1,0,0,0,0,0,0,0,3,3,3,0,1
1,0,0,0,0,0,0,0,3,3,3,0,1
1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,10,1
1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,4,1
1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,9,1
1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,3,5,10,10,1
1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,3,5,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,3,5,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,3,5,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,1,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,12,4,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,13,1
1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,4,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,4,4,4,4,1
1,0,0,0,0,0,3,3,3,6,0,0,1
1,0,0,0,0,0,3,3,3,6,0,0,1
1,0,0,0,0,0,3,3,3,6,0,0,1
1,0,0,0,0,0,0,0,0,0,0,13,1
1,0,0,0,0,0,0,0,5,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,13,1
1,0,0,0,0,0,12,5,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,4,4,4,4,4,4,4,1
1,14,14,14,14,14,14,14,14,14,14,14,1
1,0,0,0,0,7,7,7,7,7,7,7,1
1,1,1,1,1,1,1,1,1,1,1,1,1
